"Buchungstag";"Wertstellung (Valuta)";"Vorgang";"Buchungstext";"Umsatz in EUR";
"29.12.2023";"29.12.2023";"Kontof�hrungsentgelt";" Buchungstext: Entgelt Visa-Kreditkarte Zeitraum: 01.12.2023 bis 31.12.2023 Ref. 6V2C1MIL31FF0QZO/445189";"-1,90";
"29.12.2023";"29.12.2023";"�bertrag / �berweisung";"Auftraggeber: Hermann Eppers WohnungsunternehmenGmbH + Co. KG Buchungstext: 16196 1162/176/3 Guthaben Betriebsk ostenabrg. 2022 Ref. I322336390940362/81069";"320,00";
"29.12.2023";"29.12.2023";"�bertrag / �berweisung";"Auftraggeber: Volkswagen AG Buchungstext: 0134445971 41637320010701 VW ENTGEL TZAHLUNG 04163732 Ref. I3223355E4840850/48623";"5.224,30";
"28.12.2023";"28.12.2023";"Lastschrift / Belastung";"Auftraggeber: Lastschrift aus Kartenzahlung Buchungstext: HEIDE- BAeCKEREI MEYER CM//Braunsch 2023-12-27T11:40:37 KFN 1 VJ 2412 Ref. 6V2C1MIK2TNEJZCQ/6632";"-4,47";
"28.12.2023";"28.12.2023";"Lastschrift / Belastung";"Auftraggeber: JUMBO-SPIELOASE Buchungstext: JUMBO-SPIELOASE//Salzgitter/DE 2023-12-27T15:54:57 KFN 1 VJ 2412 Ref. 602C1MIK2MVC744H/41052";"-24,00";
"28.12.2023";"28.12.2023";"Lastschrift / Belastung";"Auftraggeber: Lastschrift aus Kartenzahlung Buchungstext: SARAY MARKET//Braunschweig/DE 2023-12-23T14:40:24 KFN 1 VJ 2412 Ref. 5O2C1MIK0XIB85G5/6345";"-72,88";
"28.12.2023";"28.12.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1031532476653/PP.5539.PP/. , Ihr Ei nkauf bei Ref. HH22336195128432/24967";"-76,00";
"27.12.2023";"27.12.2023";"Lastschrift / Belastung";"Auftraggeber: ALDI GmbH + Co. KG SALZGITTER Buchungstext: ALDI SAGT DANKE 14 034//Braunschwei 2023-12-22T17:13:15 KFN 1 VJ 2412 Ref. 2S2C1MIJ39G3AKDH/18634";"-47,64";
"27.12.2023";"27.12.2023";"Lastschrift / Belastung";"Auftraggeber: LIDL SAGT DANKE Buchungstext: LIDL SAGT DANKE//Braunschweig/DE 2023-12-23T15:29:08 KFN 1 VJ 2412 Ref. 082C1MIJ2DFNJ2A2/27067";"-89,93";
"27.12.2023";"27.12.2023";"�bertrag / �berweisung";"Empf�nger: BUNDESKASSE HALLEKto/IBAN: DE21860000000086001055 BLZ/BIC: MARKDEF1860  Buchungstext: 55206010684/E47805684 Ref. H922336102412269/2";"-390,00";
"27.12.2023";"27.12.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1031439460960/PP.5539.PP/. SEIYF, I hr Einkauf bei SEIYF Ref. JN223355M1350557/59258";"-21,05";
"27.12.2023";"27.12.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON PAYMENTS EUROPE S.C.A. Buchungstext: 028-4762547-4729969 AMZN Mktp DE 10 VRXI0ERV0DIZQ1 Ref. GR22335691506306/56221";"-10,40";
"27.12.2023";"27.12.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON PAYMENTS EUROPE S.C.A. Buchungstext: 028-5632984-4266722 AMZN Mktp DE 54 780DWM53MZ7MIR Ref. GR22335691506306/67498";"-10,40";
"27.12.2023";"27.12.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON PAYMENTS EUROPE S.C.A. Buchungstext: 028-0682817-0629127 AMZN Mktp DE 2D OSNV1X3L26ZBMI Ref. I0223356G2311735/16008";"-46,49";
"22.12.2023";"22.12.2023";"Lastschrift / Belastung";"Auftraggeber: EDEKA GOERGE, BRAUNSCHWEIG Buchungstext: EDEKA GOERGE, BRAUNSCHWEIG//BRAUNSC 2023-12-21T14:55:23 KFN 1 VJ 2412 Ref. AY2C1MIE2OGSA2ME/52690";"-7,03";
"22.12.2023";"22.12.2023";"Lastschrift / Belastung";"Auftraggeber: ALDI SAGT DANKE Buchungstext: ALDI SAGT DANKE WOLFSBURG KARTE 8493 40010075001 20122023 KDN-REF 000000535901 Ref. J622335653110412/63474";"-2,55";
"22.12.2023";"22.12.2023";"Lastschrift / Belastung";"Auftraggeber: ROSSMANN 1869 NORDSTEMMEN Buchungstext: 201217301009124241220018696 ELV6030 2629 20.12 17.30 ME1 Ref. IZ22335573047741/22959";"-19,45";
