"Buchungstag";"Wertstellung (Valuta)";"Vorgang";"Buchungstext";"Umsatz in EUR";
"30.11.2023";"30.11.2023";"Lastschrift / Belastung";"Auftraggeber: Biels Backhaus Buchungstext: Biels Backhaus FIL.74 GIR 69044999/ 2023-11-29T16:10:17 KFN 1 VJ 2412 Ref. 452C1MFU2SUV06MM/70783";"-6,52";
"30.11.2023";"30.11.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON PAYMENTS EUROPE S.C.A. Buchungstext: 028-5470873-9818761 AMZN Mktp DE 6I VITIYKOYNIBMYZ Ref. H8223332M2049426/41457";"-6,89";
"30.11.2023";"30.11.2023";"�bertrag / �berweisung";"Auftraggeber: Volkswagen AG Buchungstext: 0133861011 41637320008601 VW ENTGEL TZAHLUNG 04163732 Ref. I3223328H0927472/40849";"6.215,21";
"29.11.2023";"29.11.2023";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE//BRAUNSCHWEIG/DE 2023-11-27T09:04:47 KFN 1 VJ 2412 Ref. 7E2C1MFT2N8N6NW2/14449";"-29,07";
"29.11.2023";"29.11.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON PAYMENTS EUROPE S.C.A. Buchungstext: 028-4426864-0142726 AMZN Mktp DE 5P KKRL1X6BXRJOPX Ref. H8223332G2127460/35625";"-370,00";
"27.11.2023";"27.11.2023";"Lastschrift / Belastung";"Auftraggeber: EDEKA GOERGE, BRAUNSCHWEIG Buchungstext: EDEKA GOERGE, BRAUNSCHWEIG//BRAUNSC 2023-11-25T16:36:42 KFN 1 VJ 2412 Ref. 4U2C1MFR2WD49H6M/42746";"-7,26";
"27.11.2023";"27.11.2023";"Lastschrift / Belastung";"Auftraggeber: LIDL SAGT DANKE Buchungstext: LIDL SAGT DANKE//Braunschweig/DE 2023-11-24T18:10:55 KFN 1 VJ 2412 Ref. 7W2C1MFR2DG43GDF/22313";"-38,04";
"27.11.2023";"27.11.2023";"Lastschrift / Belastung";"Auftraggeber: LIDL SAGT DANKE Buchungstext: LIDL SAGT DANKE//Braunschweig/DE 2023-11-25T10:31:20 KFN 1 VJ 2412 Ref. 7W2C1MFR2DG43GDF/17712";"-4,46";
"27.11.2023";"27.11.2023";"Lastschrift / Belastung";"Auftraggeber: LIDL SAGT DANKE Buchungstext: LIDL SAGT DANKE//Braunschweig/DE 2023-11-25T10:44:12 KFN 1 VJ 2412 Ref. 7W2C1MFR2DG43GDF/17551";"-18,23";
"27.11.2023";"27.11.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1030813926082/PP.5539.PP/. Fashion Retail SA, Ihr Einkauf bei Fashion Retail SA Ref. J522332875410761/10603";"-363,08";
"24.11.2023";"24.11.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1030801770142/PP.5539.PP/. Google, Ihr Einkauf bei Google Ref. IK22332791451277/958";"-2,99";
"23.11.2023";"23.11.2023";"Kartenverf�gung";" Buchungstext: KAMPS BACKSTUBE BHF//STUTTGART/DE/0 2023-11-22T12:34:41 KFN 1 Ref. 5I2C1MFN382TD413/5409";"-11,60";
"23.11.2023";"23.11.2023";"Lastschrift / Belastung";"Auftraggeber: Mercure Stuttgart Gerlingen Buchungstext: Mercure Stuttgart Gerlingen GIR 690 2023-11-21T20:51:37 KFN 1 VJ 2412 Ref. 9A2C1MFN2TMZFFX9/2940";"-8,40";
"23.11.2023";"23.11.2023";"Lastschrift / Belastung";"Auftraggeber: Vielen Dank Ihre Brotmeisterei 1772 Buchungstext: ELV54181426 21.11 12.22 ME1 Ref. IQ223326A5046095/45827";"-4,50";
"22.11.2023";"22.11.2023";"Lastschrift / Belastung";"Auftraggeber: Lastschrift aus Kartenzahlung Buchungstext: Subway Berliner Platz//Braunschweig 2023-11-21T11:58:00 KFN 1 VJ 2412 Ref. 672C1MFM2OPKGR0Z/9841";"-9,49";
"22.11.2023";"22.11.2023";"Lastschrift / Belastung";"Auftraggeber: ARS VIVENDI Buchungstext: Ars Vivendi//Gerlingen/DE 2023-11-21T20:01:49 KFN 1 VJ 2412 Ref. 242C1MFM2NBS036B/47963";"-15,00";
"21.11.2023";"21.11.2023";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE//BRAUNSCHWEIG/DE 2023-11-20T15:35:50 KFN 1 VJ 2412 Ref. 0W2C1MFL2OPIE38K/25618";"-24,95";
"21.11.2023";"21.11.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1030687319177/. Netflix Services Ge rmany GmbH, Ihr Einkauf bei Netflix Services Germany GmbH Ref. IX22332480531618/22108";"-12,99";
"21.11.2023";"21.11.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1030708518227/PP.5539.PP/. , Ihr Ei nkauf bei Ref. JN22332480739775/38470";"-210,00";
"20.11.2023";"20.11.2023";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE//BRAUNSCHWEIG/DE 2023-11-17T08:11:41 KFN 1 VJ 2412 Ref. 5O2C1MFK30UB40LB/97763";"-8,64";
"20.11.2023";"20.11.2023";"Lastschrift / Belastung";"Auftraggeber: BACKWERK 60 BRAUNSCHWEIG Buchungstext: BackWerk Braunschweig//Braunschweig 2023-11-17T11:22:07 KFN 1 VJ 2412 Ref. 5O2C1MFK30UB40LB/30839";"-6,20";
"20.11.2023";"20.11.2023";"Lastschrift / Belastung";"Auftraggeber: ZARA 03418 Buchungstext: ZARA 03418//Braunschweig/DE 2023-11-17T11:17:35 KFN 1 VJ 2412 Ref. 342C1MFK2MGRJG04/48856";"-100,95";
"20.11.2023";"20.11.2023";"Kartenverf�gung";" Buchungstext: PRIMARK BRAUNSCHWEIG//BRAUNSCHWEIG/ 2023-11-17T11:09:40 KFN 1 Ref. 9G2C1MFK12R2610H/39942";"-10,00";
"20.11.2023";"20.11.2023";"Kartenverf�gung";" Buchungstext: PRIMARK BRAUNSCHWEIG//BRAUNSCHWEIG/ 2023-11-17T11:16:08 KFN 1 Ref. 9G2C1MFK12R2610H/39694";"-17,00";
"17.11.2023";"17.11.2023";"Lastschrift / Belastung";"Auftraggeber: TEDi GmbH + Co. KG Buchungstext: TEDI Fil. 5149//Braunschweig/DE 2023-11-16T16:59:42 KFN 1 VJ 2412 Ref. 722C1MFH2TNFGYY3/1143";"-26,75";
"17.11.2023";"17.11.2023";"Lastschrift / Belastung";"Auftraggeber: EDEKA GOERGE, BRAUNSCHWEIG Buchungstext: EDEKA GOERGE, BRAUNSCHWEIG//BRAUNSC 2023-11-16T15:08:22 KFN 1 VJ 2412 Ref. 9Y2C1MFH2NHA7U3G/27127";"-25,76";
"17.11.2023";"17.11.2023";"Lastschrift / Belastung";"Auftraggeber: DM DROGERIEMARKT SAGT DANKE Buchungstext: DM FIL.1391 H:65260//BRAUNSCHWEIG/D 2023-11-16T15:53:18 KFN 1 VJ 2412 Ref. 5O2C1MFH2N0FH48N/16973";"-2,40";
"17.11.2023";"17.11.2023";"Lastschrift / Belastung";"Auftraggeber: ALDI GmbH + Co. KG SALZGITTER Buchungstext: ALDI SAGT DANKE 14 004//Braunschwei 2023-11-16T17:27:05 KFN 1 VJ 2412 Ref. 2S2C1MFH2F5QH9C8/7581";"-18,96";
