"Buchungstag";"Wertstellung (Valuta)";"Vorgang";"Buchungstext";"Umsatz in EUR";
"31.05.2023";"31.05.2023";"�bertrag / �berweisung";"Auftraggeber: H+M 627 SAGT VIELEN DANK Buchungstext: ELV66020215 30.05 12.54 ME1 Ref. J222315154535887/1";"19,99";
"31.05.2023";"31.05.2023";"Lastschrift / Belastung";"Auftraggeber: LA FLORA KAHLER WENDE GBR Buchungstext: 260517381013991241210001710 ELV6502 8392 26.05 17.38 ME1 Ref. HN22315092026004/30103";"-35,10";
"31.05.2023";"31.05.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON PAYMENTS EUROPE S.C.A. Buchungstext: 028-9731148-4637905 AMZN Mktp DE 4Y BLT1H21TLGZDW1 Ref. HN22315092026004/49975";"-179,00";
"31.05.2023";"31.05.2023";"�bertrag / �berweisung";"Auftraggeber: Volkswagen AG Buchungstext: 0129236081 41637320003901 VW ENTGEL TZAHLUNG 04163732 Ref. IN223145H1151886/28128";"5.843,75";
"30.05.2023";"30.05.2023";"Auszahlung GAA";"Auftraggeber: DEUTSCHE BANK Buchungstext: Bargeldauszahlung Deutsche Bank//Braunschweig/DE 2023-05-27T11:53:28 KFN 1 VJ 2412 Ref. B42C1LZ627VR4QTV/13660";"-150,00";
"30.05.2023";"30.05.2023";"Lastschrift / Belastung";"Auftraggeber: HUMANIC Buchungstext: HUMANIC//Braunschweig/DE 2023-05-27T13:28:38 KFN 1 VJ 2412 Ref. B42C1LZ627VR4QTV/15585";"-59,95";
"30.05.2023";"30.05.2023";"Lastschrift / Belastung";"Auftraggeber: H+M 627 SAGT VIELEN DANK Buchungstext: ELV66020206 27.05 10.44 ME1 Ref. I922314864708714/107";"-30,23";
"30.05.2023";"30.05.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1027270699735 PP.5539.PP . Zalando Payments GmbH, Ihr Einkauf bei Zala ndo Payments GmbH Ref. HW22314982122067/73913";"-33,90";
"29.05.2023";"29.05.2023";"Lastschrift / Belastung";"Auftraggeber: ESSO STATION Buchungstext: ESSO STATION//Hildesheim/DE 2023-05-28T22:40:14 KFN 1 VJ 2412 Ref. 5I2C1LZ52MBFDWTD/30748";"-40,09";
"29.05.2023";"29.05.2023";"Lastschrift / Belastung";"Auftraggeber: EDEKA GOERGE, BRAUNSCHWEIG Buchungstext: EDEKA GOERGE, BRAUNSCHWEIG//BRAUNSC 2023-05-27T21:23:36 KFN 1 VJ 2412 Ref. 6P2C1LZ52GCT4SNN/21734";"-39,08";
"29.05.2023";"29.05.2023";"Lastschrift / Belastung";"Auftraggeber: EDEKA GOERGE, BRAUNSCHWEIG Buchungstext: EDEKA GOERGE, BRAUNSCHWEIG//BRAUNSC 2023-05-27T14:17:58 KFN 1 VJ 2412 Ref. 6P2C1LZ52GCT4SNN/21616";"-15,75";
"29.05.2023";"29.05.2023";"Lastschrift / Belastung";"Auftraggeber: DEICHMANN SCHUHE Buchungstext: DEICHMANN - Schuhe//Braunschweig/DE 2023-05-27T12:20:14 KFN 1 VJ 2412 Ref. 3Z2C1LZ52DYRGX6Z/31900";"-13,99";
"29.05.2023";"29.05.2023";"�bertrag / �berweisung";"Auftraggeber: BAUHAUS BRAUNSCHWEIG -DANKE Buchungstext: ELV65264078 25.05 16.02 ME1 Ref. IX22314984115797/6346";"25,89";
"29.05.2023";"29.05.2023";"Kartenverf�gung";" Buchungstext: CAFE EINHEIMISCH//BRAUNSCHWEIG/DE/0 2023-05-27T09:35:11 KFN 1 Ref. 5U2C1LZ513S2C37S/28911";"-10,10";
"29.05.2023";"29.05.2023";"Lastschrift / Belastung";"Auftraggeber: H+M 627 SAGT VIELEN DANK Buchungstext: HM Braunschweig 62//Hamburg/DE 2023-05-27T13:50:19 KFN 1 VJ 2412 Ref. 5U2C1LZ513S2C37S/13006";"-73,22";
"29.05.2023";"29.05.2023";"Lastschrift / Belastung";"Auftraggeber: H+M 627 SAGT VIELEN DANK Buchungstext: ELV66020207 25.05 12.51 ME1 Ref. I622314654656895/57";"-39,22";
"29.05.2023";"29.05.2023";"Lastschrift / Belastung";"Auftraggeber: Vielen Dank Ihre Brotmeisterei 1733 Buchungstext: ELV54181449 25.05 16.03 ME1 Ref. J922314691222380/39147";"-2,00";
"26.05.2023";"26.05.2023";"Lastschrift / Belastung";"Auftraggeber: SCHLOSS-ARKADEN BRAUNSCH. Buchungstext: ECE MARKETPLACES GM//HAMBURG/DE 2023-05-25T12:33:18 KFN 1 VJ 2412 Ref. 4U2C1LZ22G5N134P/83558";"-25,50";
"26.05.2023";"26.05.2023";"Lastschrift / Belastung";"Auftraggeber: Vielen Dank Ihre Brotmeisterei 1733 Buchungstext: ELV54181449 24.05 16.01 ME1 Ref. J022314591916004/30734";"-1,00";
"26.05.2023";"26.05.2023";"Lastschrift / Belastung";"Auftraggeber: Vielen Dank Ihre Brotmeisterei 1733 Buchungstext: ELV54181449 24.05 16.37 ME1 Ref. J022314591916004/30736";"-1,00";
"26.05.2023";"26.05.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON EU S.A R.L., NIEDERLASSUNG DEUTSCHLAND Buchungstext: 306-8375572-8836324 Amazon.de 1J4SE S3JLS24EJE6 Ref. J022314591916004/54689";"-42,89";
"26.05.2023";"26.05.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON PAYMENTS EUROPE S.C.A. Buchungstext: 306-0212073-1497954 AMZN Mktp DE 6K NI43RFQ3XHEBTQ Ref. HH223145B0815549/3162";"-5,83";
"25.05.2023";"25.05.2023";"Lastschrift / Belastung";"Auftraggeber: BAUHAUS BRAUNSCHWEIG -DANKE Buchungstext: BAUHAUS BRAUNSCHWEI//BRAUNSCHWEIG/D 2023-05-24T16:36:20 KFN 1 VJ 2412 Ref. 082C1LZ10XQU6FEC/7644";"-29,14";
"25.05.2023";"25.05.2023";"Lastschrift / Belastung";"Auftraggeber: TEDOX KG SAGT DANKE Buchungstext: TEDOX KG//BRAUNSCHWEIG/DE 2023-05-24T17:18:54 KFN 1 VJ 2412 Ref. 082C1LZ10XQU6FEC/7612";"-22,90";
"24.05.2023";"24.05.2023";"Lastschrift / Belastung";"Auftraggeber: TEDi GmbH + Co. KG Buchungstext: TEDI Fil. 5149//Braunschweig/DE 2023-05-23T15:05:02 KFN 1 VJ 2412 Ref. 2M2C1LZ037R9FSBF/64281";"-35,65";
"24.05.2023";"24.05.2023";"�bertrag / �berweisung";"Auftraggeber: Volkswagen AG Buchungstext: 0129400325 4163732 01 REISEKOSTEN 0 001750953 Ref. J9223143A4143397/1544";"83,79";
"23.05.2023";"23.05.2023";"�bertrag / �berweisung";"Empf�nger: Mahmud AgdasKto/IBAN: DE03200411550559561640 BLZ/BIC: COBADEHD055  Buchungstext: Uebertrag auf Verrechnungskonto Ref. H8223143C5936265/2";"-4.500,00";
"23.05.2023";"23.05.2023";"Konto�bertrag";"Auftraggeber: Mahmud AgdasKto/IBAN: DE75200411550559561605 BLZ/BIC: COBADEHD055  Buchungstext: Uebertrag auf Girokonto Ref. H8223143C5930005/1";"5.000,00";
"23.05.2023";"23.05.2023";"Lastschrift / Belastung";"Auftraggeber: IKEA Deutschland Gmb Buchungstext: IKEA DEUTSCHLAND GM//BRAUNSCHWEIG/D 2023-05-22T11:20:03 KFN 1 VJ 2412 Ref. AJ2C1LYZ26980AWW/77538";"-115,95";
"23.05.2023";"23.05.2023";"Lastschrift / Belastung";"Auftraggeber: IKEA Deutschland Gmb Buchungstext: IKEA DEUTSCHLAND GM//BRAUNSCHWEIG/D 2023-05-22T11:21:33 KFN 1 VJ 2412 Ref. AJ2C1LYZ26980AWW/77537";"-2,50";
"23.05.2023";"23.05.2023";"Lastschrift / Belastung";"Auftraggeber: LIDL DIENSTLEISTUNG GMBH UND CO KG Buchungstext: LIDL DIENSTLEISTUNG GMBH UND CO KG/ 2023-05-22T16:45:38 KFN 1 VJ 2412 Ref. AJ2C1LYZ26980AWW/17719";"-51,76";
"23.05.2023";"23.05.2023";"�bertrag / �berweisung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: . Zalando Payments GmbH, Ihr Einkau f bei Zalando Payments GmbH ABBUCHU NG VOM PAYPAL-KONTO Ref. J922314384341893/45185";"34,99";
"23.05.2023";"23.05.2023";"Lastschrift / Belastung";"Auftraggeber: BAUHAUS BRAUNSCHWEIG -DANKE Buchungstext: BAUHAUS BRAUNSCHWEI//BRAUNSCHWEIG/D 2023-05-22T16:20:10 KFN 1 VJ 2412 Ref. 5U2C1LYZ0X7TGQGS/7090";"-40,00";
"23.05.2023";"23.05.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal (Europe) S.a r.l. et Cie, S.C.A. Buchungstext: 1027139611512 PP.5539.PP . Kaufland DE, Ihr Einkauf bei Kaufland DE Ref. GX22314275809820/3284";"-40,99";
"23.05.2023";"23.05.2023";"Lastschrift / Belastung";"Auftraggeber: ISLAMIC RELIEF - HUMANITARE ORGANISATION IN DEUTSCHLAND e.V. Buchungstext: Islamic Relief Deutschland Ref. HX22314291200364/25339";"-20,00";
"23.05.2023";"23.05.2023";"Lastschrift / Belastung";"Auftraggeber: AMAZON PAYMENTS EUROPE S.C.A. Buchungstext: 304-9673830-1866708 AMZN Mktp DE 34 G9MOPRR9CDNKM8 Ref. HN223142B1737247/10709";"-16,79";
"23.05.2023";"23.05.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1027130706011 . Parfumerie Douglas GmbH, Ihr Einkauf bei Parfumerie D ouglas GmbH Ref. HK22314280334708/30976";"-32,49";
"22.05.2023";"22.05.2023";"Lastschrift / Belastung";"Auftraggeber: Lastschrift aus Kartenzahlung Buchungstext: SARAY MARKET//Braunschweig/DE 2023-05-20T13:20:08 KFN 1 VJ 2412 Ref. 4X2C1LYY39UR8MPN/216644";"-67,76";
"22.05.2023";"22.05.2023";"Lastschrift / Belastung";"Auftraggeber: BAD GLIESMARODE Buchungstext: BADEZENTRUM GLIESMARODE BE//BRAUNSC 2023-05-19T16:07:22 KFN 1 VJ 2412 Ref. 4X2C1LYY39UR8MPN/208336";"-18,70";
"22.05.2023";"22.05.2023";"Lastschrift / Belastung";"Auftraggeber: BAD GLIESMARODE Buchungstext: BADEZENTRUM GLIESMARODE BE//BRAUNSC 2023-05-19T19:47:51 KFN 1 VJ 2412 Ref. 4X2C1LYY39UR8MPN/208328";"-2,00";
"22.05.2023";"22.05.2023";"Lastschrift / Belastung";"Auftraggeber: BAD GLIESMARODE Buchungstext: BADEZENTRUM GLIESMARODE BE//BRAUNSC 2023-05-19T19:48:29 KFN 1 VJ 2412 Ref. 4X2C1LYY39UR8MPN/208326";"-3,60";
"22.05.2023";"22.05.2023";"Lastschrift / Belastung";"Auftraggeber: BAD GLIESMARODE Buchungstext: BADEZENTRUM GLIESMARODE BE//BRAUNSC 2023-05-19T19:47:14 KFN 1 VJ 2412 Ref. 4X2C1LYY39UR8MPN/208323";"-2,00";
"22.05.2023";"22.05.2023";"Lastschrift / Belastung";"Auftraggeber: ALBA BRAUNSCHWEIG GMBH Buchungstext: ALBA BRAUNSCHWEIG GMBH//Braunschwei 2023-05-19T09:15:59 KFN 1 VJ 2412 Ref. 4X2C1LYY39UR8MPN/208110";"-15,00";
"22.05.2023";"22.05.2023";"Lastschrift / Belastung";"Auftraggeber: LIDL DIENSTLEISTUNG GMBH UND CO KG Buchungstext: LIDL DIENSTLEISTUNG GMBH UND CO KG/ 2023-05-20T13:42:47 KFN 1 VJ 2412 Ref. 3M2C1LYY26QV44AH/42297";"-75,08";
"22.05.2023";"22.05.2023";"Lastschrift / Belastung";"Auftraggeber: HORNBACH 615 BRAUNSCHWEIG Buchungstext: HORNBACH BAUMARKT A//BRAUNSCHWEIG/D 2023-05-19T10:11:51 KFN 1 VJ 2412 Ref. 952C1LYY0VZF3Y5A/3177";"-59,09";
