"Buchungstag";"Wertstellung (Valuta)";"Vorgang";"Buchungstext";"Umsatz in EUR";
"29.09.2023";"30.09.2023";"Kontoabschluss";" Buchungstext: Abschluss Zinsen Kto 559561600EUR von 30.06.2023 bis 30.09.2023 Sollzinsen 10,500% ab 21.07. 0,06- EUR Abschlussrechnung 0,06- EUR Saldo nach Abschluss 5.851,78 EUR Ref. 2Q5C1MA94LD70DN7/686";"-0,06";
"29.09.2023";"29.09.2023";"Lastschrift / Belastung";"Auftraggeber: EDEKA GOERGE, BRAUNSCHWEIG Buchungstext: EDEKA GOERGE, BRAUNSCHWEIG//BRAUNSC 2023-09-28T14:53:32 KFN 1 VJ 2412 Ref. 022C1MA92SMQG7R6/12179";"-5,50";
"29.09.2023";"29.09.2023";"Lastschrift / Belastung";"Auftraggeber: ROSSMANN 2468 BRAUNSCHWEIG Buchungstext: 270915361086333241210024680 ELV6030 4412 27.09 15.36 ME1 Ref. IF22327174250948/14082";"-44,88";
"29.09.2023";"29.09.2023";"�bertrag / �berweisung";"Auftraggeber: Volkswagen AG Buchungstext: 0132145142 41637320005701 VW ENTGEL TZAHLUNG 04163732 Ref. GQ223268E4857138/34367";"5.604,25";
"28.09.2023";"28.09.2023";"Lastschrift / Belastung";"Auftraggeber: LIDL DIENSTLEISTUNG GMBH UND CO KG Buchungstext: LIDL DIENSTLEISTUNG GMBH UND CO KG/ 2023-09-27T16:11:44 KFN 1 VJ 2412 Ref. 0W2C1MA82710JYZJ/13687";"-21,18";
"27.09.2023";"27.09.2023";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE//BRAUNSCHWEIG/DE 2023-09-26T15:27:11 KFN 1 VJ 2412 Ref. 722C1MA72OOSJAI5/74592";"-12,52";
"27.09.2023";"27.09.2023";"Lastschrift / Belastung";"Auftraggeber: EDEKA GOERGE, BRAUNSCHWEIG Buchungstext: EDEKA GOERGE, BRAUNSCHWEIG//BRAUNSC 2023-09-26T12:48:39 KFN 1 VJ 2412 Ref. 722C1MA72OOSJAI5/71976";"-23,00";
"27.09.2023";"27.09.2023";"�bertrag / �berweisung";"Auftraggeber: Volkswagen AG Buchungstext: 0132450214 4163732 01 REISEKOSTEN 0 001799614 Ref. IH223269A3611860/492";"191,20";
"26.09.2023";"26.09.2023";"Lastschrift / Belastung";"Auftraggeber: Worldline Sweden AB fuer Shell Buchungstext: SHELL 6772// Braunschweig /DE 2023-09-25T07:58:41 KFN 1 VJ 2412 Ref. 8M2C1MA627NTKFMQ/14845";"-58,22";
"26.09.2023";"26.09.2023";"Lastschrift / Belastung";"Auftraggeber: SARAY MARKET Buchungstext: SARAY MARKET//BRAUNSCHWEIG/DE 2023-09-25T13:21:57 KFN 1 VJ 2412 Ref. 3N2C1MA60YG2ILLX/17023";"-1,59";
"26.09.2023";"26.09.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal (Europe) S.a r.l. et Cie, S.C.A. Buchungstext: 1029594508033 PP.5539.PP . Trendyol B.V., Ihr Einkauf bei Trendyol B.V . Ref. IX22326874747674/177";"-152,86";
"26.09.2023";"26.09.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1029563596395 PP.5539.PP . Google, Ihr Einkauf bei Google Ref. IX22326874051368/47068";"-17,99";
"26.09.2023";"26.09.2023";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1029593605723 . Vistaprint BV, Ihr Einkauf bei Vistaprint BV Ref. HQ22326892941470/16091";"-34,98";
"25.09.2023";"25.09.2023";"�bertrag / �berweisung";"Auftraggeber: Mahmud Agdas Buchungstext: Uebertrag auf Girokonto Ref. CM5C1MA53ICM3P94/1";"500,00";
"25.09.2023";"25.09.2023";"Lastschrift / Belastung";"Auftraggeber: Lastschrift aus Kartenzahlung Buchungstext: HEIDE- BAeCKEREI MEYER CM//Braunsch 2023-09-24T09:27:29 KFN 1 VJ 2412 Ref. 1L2C1MA531R75KA8/13726";"-6,51";
"25.09.2023";"25.09.2023";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE//BRAUNSCHWEIG/DE 2023-09-22T13:09:04 KFN 1 VJ 2412 Ref. 3H2C1MA530KM7LWK/67361";"-18,73";
"25.09.2023";"25.09.2023";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE//BRAUNSCHWEIG/DE 2023-09-22T17:46:53 KFN 1 VJ 2412 Ref. 3H2C1MA530KM7LWK/67276";"-3,38";
"25.09.2023";"25.09.2023";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE//BRAUNSCHWEIG/DE 2023-09-22T15:42:56 KFN 1 VJ 2412 Ref. 3H2C1MA530KM7LWK/67262";"-11,74";
