"Buchungstag";"Wertstellung (Valuta)";"Vorgang";"Buchungstext";"Umsatz in EUR";
"29.02.2024";"29.02.2024";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE//BRAUNSCHWEIG/DE 2024-02-28T13:10:54 KFN 1 VJ 2412 Ref. 082C1TGL2O8IK35L/5030";"-26,19";
"29.02.2024";"29.02.2024";"Lastschrift / Belastung";"Auftraggeber: ROSSMANN 1869 NORDSTEMMEN Buchungstext: 270212551096699241220018696 ELV6030 2628 27.02 12.55 ME1 Ref. GQ22405973535217/22506";"-28,52";
"29.02.2024";"29.02.2024";"Lastschrift / Belastung";"Auftraggeber: TAKKO HOLDING GMBH Buchungstext: ELV61722595 27.02 13.08 ME1 Ref. JC22405992551156/14162";"-31,95";
"29.02.2024";"29.02.2024";"�bertrag / �berweisung";"Auftraggeber: Volkswagen AG Buchungstext: 0135938122 41637320011701 VW ENTGEL TZAHLUNG 04163732 Ref. IT224057E4250246/48594";"5.103,59";
"28.02.2024";"28.02.2024";"Lastschrift / Belastung";"Auftraggeber: TAKKO HOLDING GMBH Buchungstext: ELV61721963 26.02 15.31 ME1 Ref. I522405891156143/2932";"-13,98";
"28.02.2024";"28.02.2024";"Lastschrift / Belastung";"Auftraggeber: Smyths Toys DE47 Buchungstext: ELV54118801 26.02 15.42 ME1 Ref. I522405891315583/67798";"-49,98";
"27.02.2024";"27.02.2024";"Lastschrift / Belastung";"Auftraggeber: SANDERS BACKSTUBE Buchungstext: SANDERS BACKSTUBE BRAUNSCHWEIG KARTE 8493 40010075001 24022024 KDN-REF 000000606059 Ref. IL22405853223985/40144";"-8,15";
"27.02.2024";"27.02.2024";"Lastschrift / Belastung";"Auftraggeber: SANDERS BACKSTUBE Buchungstext: SANDERS BACKSTUBE BRAUNSCHWEIG KARTE 8493 40010075001 24022024 KDN-REF 000000330563 Ref. IL22405853223985/40143";"-7,65";
"27.02.2024";"27.02.2024";"Lastschrift / Belastung";"Auftraggeber: NAH UND GUT GEORGE Buchungstext: NAH UND GUT GEORGE BRAUNSCHWEIG KARTE 8493 40010075001 24022024 KDN-REF 000000313071 Ref. IL22405853223981/64540";"-17,26";
"27.02.2024";"27.02.2024";"Lastschrift / Belastung";"Auftraggeber: Lastschrift aus Kartenzahlung Buchungstext: SARAY MARKET//Braunschweig/DE 2024-02-24T14:36:18 KFN 1 VJ 2412 Ref. 232C1TGJ0Y55BU7I/6327";"-24,86";
"27.02.2024";"27.02.2024";"Lastschrift / Belastung";"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: 1032707064421/PP.5539.PP/. Apple Se rvices, Ihr Einkauf bei Apple Servi ces Ref. GZ224054K0807950/26058";"-9,99";
